Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,data_record_technique,time_span,resolution,time_span_per_day,population_type,attributes_available,Citation,
281,stickleback_shoaling_weighted,webster_stickleback_proximity13.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
282,stickleback_shoaling_weighted,webster_stickleback_proximity14.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
283,stickleback_shoaling_weighted,webster_stickleback_proximity15.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
284,stickleback_shoaling_weighted,webster_stickleback_proximity16.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
285,stickleback_shoaling_weighted,webster_stickleback_proximity17.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
286,stickleback_shoaling_weighted,webster_stickleback_proximity18.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
287,stickleback_shoaling_weighted,webster_stickleback_proximity19.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
288,stickleback_shoaling_weighted,webster_stickleback_proximity20.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
289,stickleback_shoaling_weighted,webster_stickleback_proximity21.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
290,stickleback_shoaling_weighted,webster_stickleback_proximity22.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
291,stickleback_shoaling_weighted,webster_stickleback_proximity23.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
292,stickleback_shoaling_weighted,webster_stickleback_proximity24.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
293,stickleback_shoaling_weighted,webster_stickleback_proximity25.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
294,stickleback_shoaling_weighted,webster_stickleback_proximity26.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
295,mandrill_grooming_weighted,pereira_mandrill_grooming01.graphml,Mammalia,Mandrillus,sphinx,Grooming,One individual uses its own hands or mouth to manipulate the fur of another individual.,duration,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
296,mandrill_proximity_weighted,pereira_mandrill_proximity.graphml,Mammalia,Mandrillus,sphinx,Proximity when feeding,One individual is observed within arm’s reach of the focal individual when the focal individual is feeding or foraging (based on [47]).,duration,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
297,mandrill_avoidance_weighted,pereira_mandrill_avoidance.graphml,Mammalia,Mandrillus,sphinx,Supplants/Avoidance,One individual retreats from its location at the sight of another individual approaching.,frequency,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
298,mandrill_dominance_weighted,pereira_mandrill_dominance.graphml,Mammalia,Mandrillus,sphinx,Dominance,"One individual directly attacks another by chasing it, lunging at it, striking it, biting it, or aggressively grabbing it. This interaction is normally accompanied by screams and flight from the receptor.",frequency,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
299,mandrill_grooming_weighted,pereira_mandrill_grooming02.graphml,Mammalia,Mandrillus,sphinx,Grooming,One individual uses its own hands or mouth to manipulate the fur of another individual.,duration,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
300,mandrill_proximity_weighted,pereira_mandrill_proximity02.graphml,Mammalia,Mandrillus,sphinx,Proximity when feeding,One individual is observed within arm’s reach of the focal individual when the focal individual is feeding or foraging (based on [47]).,duration,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
301,mandrill_avoidance_weighted,pereira_mandrill_avoidance02.graphml,Mammalia,Mandrillus,sphinx,Supplants/Avoidance,One individual retreats from its location at the sight of another individual approaching.,frequency,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
302,mandrill_dominance_weighted,pereira_mandrill_dominance02.graphml,Mammalia,Mandrillus,sphinx,Dominance,"One individual directly attacks another by chasing it, lunging at it, striking it, biting it, or aggressively grabbing it. This interaction is normally accompanied by screams and flight from the receptor.",frequency,"Badoca Safari Park, Portugal",Focal_sampling,169.5 hours,NA,15 minutes a time,semi-ranging,NA,"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C. & Louca, V., 2020. The multidimensionality of female mandrill sociality—A dynamic multiplex network approach. PLOS ONE, 15(4), p.e0230942. Available at: https://doi.org/10.1371/journal.pone.0230942 open_in_new",
303,chimpanzee_proximity_weighted,rawlings_chimpanzee_proximity.graphml,Mammalia,Pan,troglodytes,Proximity,proximity within 1m,association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",Focal_sampling,2 months,NA,5 minutes during daylight,semi-ranging,NA,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8",
304,chimpanzee_grooming_weighted,rawlings_chimpanzee_grooming.graphml,Mammalia,Pan,troglodytes,Grooming,grooming behaviour (physical contact),association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",Focal_sampling,2 months,NA,5 minutes during daylight,semi-ranging,NA,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8",
305,chimpanzee_proximity_weighted,rawlings_chimpanzee_proximity02.graphml,Mammalia,Pan,troglodytes,Proximity,proximity within 10m,association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",Focal_sampling,2 months,NA,5 minutes during daylight,semi-ranging,NA,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8",
