Network_ID,Network_Identifier,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_1036.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,9,35,0.972,8,7.778,0.416,0.053,-1.932,0.222,0.104,0.468,0.029,0.038,1.31,0.414,-0.25,0.004,0.002,0.005102041,0.095,0.063,0.214285714,0.972,0.091,0.971,0,0,NA,0.999971429,1,9,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1037.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.178,0.535,0.067,0.082,1.224,0.562,,0,0,0,0.117,0.167,0.4,1,0.161,1,0,0,NA,1,1,6,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1038.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,10,1,4,4,0,0,NA,0.4,0.14,0.35,0.1,0.082,0.82,0.637,,0,0,0,0.233,0.291,0.666666667,1,0.268,1,0,0,NA,1,1,5,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1039.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,10,40,0.889,9,8,1,0.125,-0.833,0.2,0.098,0.49,0.025,0.032,1.28,0.346,-0.265,0.014,0.009,0.023677249,0.092,0.112,0.333333333,0.906,0.094,0.895,0,0.5,0,0.5,2,5,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1040.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,14,0.933,5,4.667,0.471,0.101,-1.28,0.333,0.062,0.186,0.071,0.057,0.803,0.443,-0.4,0.017,0.012,0.025,0.117,0.177,0.5,0.933,0.252,0.923,0,0,NA,0.999928577,1,6,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1041.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,12,0.8,5,4,0.577,0.144,0,0.333,0.119,0.357,0.083,0.075,0.904,0.533,-0.277,0.05,0.026,0.091666667,0.1,0.115,0.3,0.728,0.16,0.73,0,0.5,0,0.5,2,3,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1042.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,14,0.933,5,4.667,0.471,0.101,-1.28,0.333,0.191,0.574,0.071,0.088,1.239,0.68,-0.4,0.017,0.012,0.025,0.167,0.17,0.5,0.933,0.14,0.923,0,0,NA,0.999928577,1,6,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1043.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,7,19,0.905,6,5.429,0.728,0.134,-1.41,0.286,0.115,0.402,0.053,0.05,0.943,0.529,-0.373,0.019,0.016,0.033333333,0.19,0.243,0.666666667,0.924,0.177,0.907,0,0,NA,0.999921059,1,7,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1044.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,14,0.933,5,4.667,0.471,0.101,-1.28,0.333,0.117,0.351,0.071,0.041,0.577,0.508,-0.4,0.017,0.012,0.025,0.083,0.146,0.4,0.933,0.416,0.923,0,0,NA,0.999928577,1,6,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1045.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.032,0.128,0.036,0.008,0.222,0.282,,0,0,0,0.006,0.016,0.047619048,1,0.749,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1046.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.025,0.1,0.036,0.008,0.222,0.28,,0,0,0,0.015,0.039,0.119047619,1,0.692,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1047.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.036,0.144,0.036,0.008,0.222,0.279,,0,0,0,0.006,0.016,0.047619048,1,0.771,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1048.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.023,0.092,0.036,0.007,0.194,0.29,,0,0,0,0,0,0,1,0.685,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1049.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.024,0.096,0.036,0.006,0.167,0.275,,0,0,0,0,0,0,1,0.757,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1050.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.033,0.132,0.036,0.008,0.222,0.288,,0,0,0,0,0,0,1,0.712,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1051.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.009,0.036,0.036,0.007,0.194,0.261,,0,0,0,0.006,0.016,0.047619048,1,0.668,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1052.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.018,0.072,0.036,0.005,0.139,0.276,,0,0,0,0,0,0,1,0.79,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1053.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.055,0.22,0.036,0.018,0.5,0.353,,0,0,0,0.069,0.107,0.333333333,1,0.444,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1054.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.063,0.252,0.036,0.017,0.472,0.31,,0,0,0,0.095,0.203,0.626984127,1,0.477,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1055.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.046,0.184,0.036,0.014,0.389,0.342,,0,0,0,0.029,0.054,0.166666667,1,0.45,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1056.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.068,0.272,0.036,0.017,0.472,0.394,,0,0,0,0.073,0.151,0.468253968,1,0.449,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1057.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.021,0.084,0.036,0.007,0.194,0.275,,0,0,0,0.003,0.008,0.023809524,1,0.656,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1058.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.05,0.2,0.036,0.015,0.417,0.34,,0,0,0,0.042,0.093,0.285714286,1,0.451,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1059.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,27,0.964,7,6.75,0.433,0.064,-1.76,0.25,0.061,0.244,0.037,0.024,0.649,0.328,-0.286,0.006,0.003,0.007936508,0.076,0.062,0.178571429,0.964,0.301,0.962,0,0,NA,1,1,8,2,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
Network_1060.graphml,stickleback_shoaling_weighted,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",captive,video,2 hours,High,20 point samples every 6 minutes,,TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.052,0.208,0.036,0.018,0.5,0.37,,0,0,0,0.078,0.054,0.158730159,1,0.439,1,0,0,NA,1,1,8,1,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244."
